Site,Season,Year,WD,Date,Water Temp.,Conductivity,TDS,Salinity,pH,Turbidity,DO,BOD,Nitrite,Nitrate,Ammonium,DIN,TN,phosphate,TP,Total Quality,Catchment.x,HESY2,MI_QUALITY,IPS,Index Value,Diat_QUALITY,HEFI,FISH_QUALITY,Lat,Lon,Elevation,Dist. To Source (m),Slope (%),Mean Jan Temp,Int. Type R-M,Catch. Area At Site (Km²),Near tural (%),Artificial (%),Agriculture (%)
GAZANOS_DW,WINTER,2019,Κρήτη (13),3/3/2019,14.31,1380,880,0.6,,79.4,128.7,0,0.047,5.933,0.161,6.141,6.266,0.067,0.074,GOOD,,,,,,,,,35.33528542,25.063828,8,21305.2,0.32,12,RM2,188.32,3.45,0,93.92
PORTAIK,SUMMER,2021,Θεσσαλία (08),12/7/2021,20.7,1209,605,0.6,5.77,9.97,4.8,19.4,0.228,1.672,0.945,2.845,3.648,0.7,0.782,BAD,,0.5,MODERATE,4.9,0.290801187,POOR,,,39.526511,21.7122,116,69883.33,0.09,4.7,RM4,304.92,37.92,3.35,52.46
MELISSA,WINTER,2018,Θεσσαλία (08),8/3/2018,13.6,1205,830,0.6,,61,85.3,0,0.008,5.832,0.041,5.881,6.019,0.304,0.316,MODERATE,,,,,,,,,39.559138,22.647291,54,203069.82,0.02,5.5,RM2,587.15,14.8,4.04,81.16
ELASSON_MD,SUMMER,2019,Θεσσαλία (08),16/09/2019,23.87,1199,598,0.6,7.33,61,27.7,401,0.033,0.019,1.491,1.544,6.972,7.298,7.694,POOR,Pinios Thess.,0.22,BAD,,,,,,39.87154345,22.14997069,245,35852,0.38,4.3,RM2,247.33,46.69,7.07,46.24
KIFISOS_UP,SUMMER,2019,Αττική (06),17/09/2019,17.55,1193,597,0.6,8.03,3.08,122.5,2.5,0.016,7.914,0.014,7.944,8.16,1.191,1.236,MODERATE,Lekanopedio Attikis,0.67,MODERATE,9.2,0.575,MODERATE,0.75,GOOD,38.1069224,23.8100553,235,10253.89,1.63,7.8,RM1,37.78,60.41,4.55,35.03
PSAR_DW,SPRING,2021,Κεντρ. Μακεδονία (10),16/05/2021,19.02,1191,595,0.6,8.23,10.8,116.5,0,0.053,3.347,0.053,3.453,3.516,0.043,0.053,GOOD,,0.56,MODERATE,9.6,0.588957055,MODERATE,0.55,MODERATE,41.046062,22.662448,26,49138.02,0.1,3.9,RM2,621.3,30.32,2.34,66.5
KARTEROS,WINTER,2019,Κρήτη (13),3/3/2019,15.01,1130,726,0.6,,20.7,94.5,0,0.024,7.066,0.077,7.167,7.245,0.045,0.091,GOOD,,,,,,,,,35.27713294,25.20570708,79,16314.59,0.36,11.6,RM5,167.01,20.36,0,79.64
PINIOS,SPRING,2019,Βόρ. Πελοπόννησος (02),10/4/2019,16.37,1220,593,0.59,7.28,33,37.5,2.8,0.092,2.068,0.317,2.477,2.508,0.184,0.185,POOR,Pinios Pel.,0.44,POOR,13.2,0.809815951,GOOD,,,37.81041836,21.23455319,1,73362.43,0.03,9.4,RM2,844.45,22.36,0.06,75.87
KERASOUNTA,SUMMER,2020,Ήπειρος (05),17/07/2020,18.2,1186,,0.59,6.73,6,,3.1,0.009,0.791,0.093,0.893,0.984,0.061,0.065,GOOD,Louros,,,10.5,0.644171779,MODERATE,0.36,POOR,39.14932,20.85898,5,65358.14,0.04,8.3,RM2,484.56,67.89,2.44,29.67
KIFISOS_UP,SPRING,2021,Αττική (06),6/5/2021,17.46,1168,584,0.58,8.04,5.14,82.7,8.4,0.125,4.065,1.241,5.431,5.688,1.057,1.105,POOR,,0.44,POOR,14.1,0.88125,GOOD,0.71,GOOD,38.1069224,23.8100553,235,10253.89,1.63,7.8,RM1,37.78,60.41,4.55,35.03
KRYA_DW,WINTER,2021,Αττική (06),31/01/2021,15.5,1160,575,0.58,8.04,2.17,82.01,0,0.01,3.23,0.009,3.249,3.425,0.009,0.012,GOOD,,,,,,,,,38.08636136,23.7662182,192,8494.2,0.72,8.1,RM1,26.4,53.71,25.89,20.4
KIFISOS_UP,SUMMER,2020,Αττική (06),25/08/2020,20.11,1155,576,0.58,7.98,1.98,82.5,4.5,0.029,4.741,0.028,4.798,5.196,1.119,1.2,POOR,Lekanopedio Attikis,0.44,POOR,8.3,0.51875,MODERATE,0.63,GOOD,38.1069224,23.8100553,235,10253.89,1.63,7.8,RM1,37.78,60.41,4.55,35.03
KIFISOS_UP,SPRING,2018,Αττική (06),24/04/2018,15,1214,7.89,0.57,8.32,8.38,89.6,8.7,0.2342,4.456,0.166,4.856,5.31,0.9923,1.054,POOR,Lekanopedio Attikis,0.56,MODERATE,11,0.6875,MODERATE,,,38.1069224,23.8100553,235,10253.89,1.63,7.8,RM1,37.78,60.41,4.55,35.03
LOUDIAS_DW,WINTER,2018,Κεντρ. Μακεδονία (10),2/3/2018,6.9,1202,769,0.57,,20.6,71.6,3.1,0.044,1.966,0.389,2.399,2.745,0.176,0.191,POOR,,,,,,,,,40.57743889,22.63039722,1,68566.99,0.01,4.3,RM3,1136.43,8.68,5.45,85.87
LASPO_UP,WINTER,2018,Θράκη (12),22/02/2018,9.6,1197.3,777.7,0.57,6.17,15.8,65.46,15.2,0.141,2.499,10.25,12.89,15.356,1.193,1.223,POOR,,,,,,,,,40.972236,24.895455,6,25804.76,0.04,5.1,RM2,184.08,,,
PSAR_DW,SUMMER,2021,Κεντρ. Μακεδονία (10),31/08/2021,23.15,1155.3,578,0.57,7.16,30.7,98.77,8.4,0.012,2.838,0.018,2.868,3.18,0.008,0.015,GOOD,,0.67,MODERATE,13.2,0.809815951,GOOD,0.34,POOR,41.046062,22.662448,26,49138.02,0.1,3.9,RM2,621.3,30.32,2.34,66.5
ANTHEM_DW,SUMMER,2021,Κεντρ. Μακεδονία (10),1/9/2021,21.43,1152,576,0.57,7.42,25.5,59.5,5.6,2.649,2.681,19.07,24.4,24.54,3.163,3.26,BAD,,0.56,MODERATE,6.1,0.374233129,POOR,,,40.516981,22.991656,5,17453.26,0.17,4.5,RM2,299.23,52.34,1.08,46.59
APIDITSA,SPRING,2020,Δυτ. Πελοπόννησος (01),25/05/2020,18.98,1139,569,0.57,7.57,,68.4,,2.157,4.853,6.99,14,14.976,0.015,0.025,MODERATE,,,,,,,,,37.39018312,22.08634712,356,30925.25,0.21,6.5,RM2,280,,,
KIFISOS_UP,WINTER,2021,Αττική (06),31/01/2021,11.47,1134,567,0.57,8.19,3.85,84.2,0.6,0.188,3.502,0.721,4.411,4.8,0.9,0.933,POOR,,,,,,,,,38.1069224,23.8100553,235,10253.89,1.63,7.8,RM1,37.78,60.41,4.55,35.03
PETRA,SUMMER,2021,Ήπειρος (05),25/08/2021,19.27,1134,567,0.57,7.41,14.3,65.1,12.4,0.008,0.742,0.055,0.805,0.996,0.06,0.08,GOOD,,0.56,MODERATE,10.7,0.656441718,MODERATE,,,39.15825515,20.78390427,2,75131.5,0.01,8.4,RM2,511.58,18.04,5.18,74.82
KERASOUNTA,SUMMER,2021,Ήπειρος (05),24/09/2021,16.93,1132,565,0.57,7.71,2.16,,7,0.004,0.726,0.041,0.771,0.936,0.02,0.026,GOOD,,0.67,MODERATE,11.7,0.717791411,MODERATE,0.33,POOR,39.14932,20.85898,5,65358.14,0.04,8.3,RM2,484.56,67.89,2.44,29.67
K_AXAIA,SUMMER,2020,Βόρ. Πελοπόννησος (02),20/07/2020,22.25,1125,,0.57,6.3,38.95,,0,0.022,1.688,0.09,1.8,2.004,0.003,0.004,GOOD,Peirou-Verga-Pineiou,0.56,MODERATE,10.2,0.625766871,MODERATE,0.35,POOR,38.14853972,21.56919421,1,43129.59,0.44,9.1,RM2,535.06,40.73,3.68,55.3
ANTHEM_DW,SPRING,2018,Κεντρ. Μακεδονία (10),20/05/2018,20.2,1181.7,755.7,0.56,,31.6,,97,0.1929,0.111,47,47.304,57.593,9.8457,10.904,POOR,Anthemountas,0.33,POOR,4.5,0.27607362,POOR,,,40.516981,22.991656,5,17453.26,0.17,4.5,RM2,299.23,52.34,1.08,46.59
PSAR_DW,SUMMER,2019,Κεντρ. Μακεδονία (10),18/09/2019,24.03,1126,561,0.56,7.69,3.05,129.06,4.8,0.017,2.963,0.029,3.009,3.012,0.005,0.009,GOOD,Axios,0.67,MODERATE,6.6,0.404907975,POOR,0.3,POOR,41.046062,22.662448,26,49138.02,0.1,3.9,RM2,621.3,30.32,2.34,66.5
BOGDANO,WINTER,2019,Κεντρ. Μακεδονία (10),27/02/2019,8.08,1121,560.7,0.56,7.96,20.9,55.7,11.8,0.076,0.053,40.4,40.53,40.93,3.728,3.996,POOR,,,,,,,,,40.72882778,23.06355,91,46003.68,0.33,3.8,RM2,201.24,50.35,0.31,48.6
MAVROPOTAMO,SPRING,2021,Ήπειρος (05),22/04/2021,14.73,1114,556,0.56,7.77,13.2,100.3,1.1,0.009,0.731,0.046,0.786,0.792,0.012,0.017,GOOD,,1.11,HIGH,12.5,0.766871166,GOOD,,,39.23174098,20.50100009,5,61430.85,0.03,9,RM2,791.21,25.14,1.46,72.71
AMYNTAS,WINTER,2019,Δυτ. Μακεδονία (09),24/02/2019,2.98,1133,574,0.55,8.32,9.88,82.97,1.1,0.03,2.66,0.196,2.886,3.398,0.005,0.006,GOOD,,,,,,,,,40.660245,21.64816,593,28276.9,0.04,1.9,RM4,219.94,48.34,4.02,47.64
KRYA_DW,SPRING,2019,Αττική (06),3/6/2019,19,1122,560.6,0.55,8.02,5.16,115.3,20.8,0.061,3.359,0.184,3.604,3.996,0.149,0.201,MODERATE,Kifisos Att.,0.22,BAD,4,0.25,POOR,,,38.08636136,23.7662182,192,8494.2,0.72,8.1,RM1,26.4,53.71,25.89,20.4
CHALKOUTSI,WINTER,2021,Ανατόλ. Στερεά Ελλάδα (07),19/02/2021,4.41,1112,556,0.55,8.37,28.95,102.9,,0.024,3.606,0.314,3.944,4.044,0.181,0.21,MODERATE,,,,,,,,,38.3291506,23.7479782,2,39474.99,0.22,9.7,RM2,689.62,47.03,4.66,48.31
PAMISSOS,SUMMER,2020,Δυτ. Πελοπόννησος (01),23/07/2020,20,1110,,0.55,7.7,5.74,,1.7,0.002,0.708,0.015,0.725,0.768,0.002,0.002,HIGH,Pamisou-Nedontos-Neda,0.67,MODERATE,11.6,0.711656442,MODERATE,0.29,POOR,37.12578056,21.99131111,15,40451.84,0.02,9.4,RM2,563.62,29.98,2.76,64.08
ALMYR_DW,SUMMER,2019,Θεσσαλία (08),1/9/2019,24.5,1106,553,0.55,8.02,9.73,45.3,4.5,0.049,4.581,0.081,4.711,15.192,1.642,1.657,POOR,Xirias (Almyros),0.67,MODERATE,5.3,0.325153374,POOR,,,39.18198732,22.77727457,37,36569.66,0.5,7.2,RM2,154.15,54.53,0,45.47
RENTI,SPRING,2021,Κεντρ. Μακεδονία (10),28/05/2021,21.25,1105.3,552.7,0.55,7.64,3.99,51.33,7.6,0.004,0.315,0.034,0.353,0.765,0.122,0.138,GOOD,,0.56,MODERATE,11,,MODERATE,0.89,HIGH,40.656722,23.620832,45,56965.65,0.47,4.5,RM3,2067.92,48.68,2.1,49.23
GALLIKOS_MD,WINTER,2019,Κεντρ. Μακεδονία (10),26/02/2019,11.87,1104,552,0.55,7.97,8.1,141.17,0,0.017,4.043,0.072,4.132,4.23,0.037,0.043,GOOD,,,,,,,,,40.80758333,22.85614722,55,53900.54,0.22,3.9,RM2,850.91,42.08,0.92,55.36
PSAR_DW,WINTER,2019,Κεντρ. Μακεδονία (10),26/02/2019,5.55,1102,551.3,0.55,8.42,14.6,146.9,0,0.011,5.999,0.062,6.072,6.323,0.008,0.009,GOOD,,,,,,,,,41.046062,22.662448,26,49138.02,0.1,3.9,RM2,621.3,30.32,2.34,66.5
KRYA_DW,WINTER,2020,Αττική (06),4/2/2020,16.5,1095,546,0.55,7.74,139,90.5,755,0.08,9.55,1.782,11.412,12.192,2.072,2.252,POOR,,,,,,,,,38.08636136,23.7662182,192,8494.2,0.72,8.1,RM1,26.4,53.71,25.89,20.4
KIFISOS_UP,SPRING,2019,Αττική (06),21/04/2019,13,1091,546,0.55,8.26,4.78,115.6,0,0.362,4.718,0.971,6.051,6.108,0.521,0.543,POOR,Lekanopedio Attikis,0.44,POOR,11.4,0.7125,MODERATE,0.65,GOOD,38.1069224,23.8100553,235,10253.89,1.63,7.8,RM1,37.78,60.41,4.55,35.03
PSAR_DW,WINTER,2020,Κεντρ. Μακεδονία (10),24/01/2020,6.78,1084,542,0.54,8.22,2.32,,0,0.043,4.727,0.013,4.783,4.812,0.004,0.009,GOOD,,,,,,,,,41.046062,22.662448,26,49138.02,0.1,3.9,RM2,621.3,30.32,2.34,66.5
AMYNTAS,WINTER,2020,Δυτ. Μακεδονία (09),21/01/2020,7.8,1073,536,0.54,8.34,4.53,,2.8,0.041,2.429,0.194,2.664,2.94,0.036,0.04,MODERATE,,,,,,,,,40.660245,21.64816,593,28276.9,0.04,1.9,RM4,219.94,48.34,4.02,47.64
PLATY,WINTER,2021,Κεντρ. Μακεδονία (10),5/2/2021,11.15,1029,515,0.54,7.75,6.68,47.5,0,0.061,1.539,0.52,2.12,2.496,0.302,0.322,POOR,,,,,,,,,40.67399322,22.54061186,5,53337.21,0.01,4.1,RM2,589.56,11.92,3.02,84.74
BOGDANO,SUMMER,2018,Κεντρ. Μακεδονία (10),19/09/2018,21.7,1128,733,0.53,8.27,50.8,4.5,25.5,0.004,0.021,38,38.025,43.763,3.876,3.953,POOR,Volvi (Lake),0.44,POOR,2.5,0.153374233,BAD,,,40.72882778,23.06355,91,46003.68,0.33,3.8,RM2,201.24,50.35,0.31,48.6
PSAR_DW,SUMMER,2018,Κεντρ. Μακεδονία (10),19/09/2018,19.8,1126,732,0.53,8.53,25.6,81.9,3.1,0.02,3.83,0.029,3.879,4.354,0.013,0.025,GOOD,Axios,0.78,GOOD,11.6,0.711656442,MODERATE,0.41,MODERATE,41.046062,22.662448,26,49138.02,0.1,3.9,RM2,621.3,30.32,2.34,66.5
KIFISOS_UP,WINTER,2019,Αττική (06),21/02/2019,10.29,1070,535,0.53,8.38,8.24,87.23,0.6,0.225,4.095,0.98,5.3,6.053,0.453,0.508,POOR,,,,,,,,,38.1069224,23.8100553,235,10253.89,1.63,7.8,RM1,37.78,60.41,4.55,35.03
INDUSTRY,SPRING,2021,Ανατόλ. Στερεά Ελλάδα (07),6/5/2021,19.76,1068,535,0.53,7.87,82.5,68.3,3.4,0.088,2.772,0.093,2.953,3.336,0.421,0.447,POOR,,0.22,BAD,13.4,0.82208589,GOOD,0.23,POOR,38.3056496,23.6236035,74,20666.25,0.3,8,RM2,435.73,21.84,0.33,77.84
KIFISOS_MD,SUMMER,2021,Αττική (06),15/09/2021,19.75,1067,532,0.53,7.8,3.1,97.1,3.4,0.007,4.093,0.017,4.117,4.2,0.6,0.613,MODERATE,,0.44,POOR,11.3,0.70625,MODERATE,0.57,MODERATE,38.0917672,23.7812483,185,13954.88,1.61,8,RM1,73.09,49.11,33.96,12.43
MELISSA,SUMMER,2021,Θεσσαλία (08),12/7/2021,25.03,1066,533,0.53,7.7,45.8,66.1,26.1,0.016,2.154,0.086,2.256,3.096,0.472,0.552,POOR,,,,,,,,,39.559138,22.647291,54,203069.82,0.02,5.5,RM2,587.15,14.8,4.04,81.16
RENTI,WINTER,2021,Κεντρ. Μακεδονία (10),4/2/2021,10.69,1062,531,0.53,7.68,13.7,55,0,0.004,1.326,0.027,1.357,1.536,0.022,0.03,GOOD,,,,,,,,,40.656722,23.620832,45,56965.65,0.47,4.5,RM3,2067.92,48.68,2.1,49.23
KERASOUNTA,SPRING,2019,Ήπειρος (05),8/4/2019,15.25,1061,530,0.53,8,6.58,74.7,0,0.005,0.705,0.048,0.758,0.776,0.023,0.027,GOOD,Louros,1,HIGH,14.7,0.901840491,GOOD,,,39.14932,20.85898,5,65358.14,0.04,8.3,RM2,484.56,67.89,2.44,29.67
KERASOUNTA,SPRING,2021,Ήπειρος (05),21/04/2021,14.77,1058,529,0.53,7.73,13,84.33,0,0.003,0.747,0.053,0.803,0.816,0.019,0.026,GOOD,,1,HIGH,,,,,,39.14932,20.85898,5,65358.14,0.04,8.3,RM2,484.56,67.89,2.44,29.67
KRYA_DW,SUMMER,2019,Αττική (06),17/09/2019,18.63,1058,529,0.53,7.65,81,74.6,484,0.186,6.244,1.054,7.484,9.312,0.945,1.357,POOR,Kifisos Att.,0.56,MODERATE,8.9,0.55625,MODERATE,,,38.08636136,23.7662182,192,8494.2,0.72,8.1,RM1,26.4,53.71,25.89,20.4
KESTRINI,SUMMER,2020,Ήπειρος (05),16/07/2020,22.4,1030,,0.53,7.82,8,,0,0.008,0.613,0.038,0.658,0.768,0.045,0.054,GOOD,Kalamas,,,6.4,,POOR,0.42,MODERATE,39.555076,20.20744,3,88312.04,0.13,8.8,RM3,2301.98,56.61,0.67,42.37
MESOHOR,SUMMER,2021,Θράκη (12),4/9/2021,20.85,1055,529,0.52,7.29,3.92,30.4,7,0.253,2.917,10.729,13.899,15.12,1.65,1.719,BAD,,,,,,,,,41.09726759,25.36603061,22,14835.93,0.13,4.6,RM2,125.18,,,
KESTRINI,SPRING,2019,Ήπειρος (05),14/05/2019,17.93,1054,527,0.52,7.55,9.05,102.3,0.3,0.002,0.858,0.059,0.919,1.044,0.004,0.008,HIGH,Kalamas,,,,,,,,39.555076,20.20744,3,88312.04,0.13,8.8,RM3,2301.98,56.61,0.67,42.37
KESTRINI,WINTER,2021,Ήπειρος (05),21/02/2021,14.61,1052,526,0.52,7.38,20,64.75,,0.003,0.747,0.031,0.781,0.828,0.021,0.026,GOOD,,,,,,,,,39.555076,20.20744,3,88312.04,0.13,8.8,RM3,2301.98,56.61,0.67,42.37
T_LAM,WINTER,2021,Ανατόλ. Στερεά Ελλάδα (07),19/02/2021,9.97,1048,524,0.52,8.22,9.22,106.8,,0.018,1.452,0.04,1.51,1.56,0.034,0.045,GOOD,,,,,,,,,38.87114408,22.47918727,3,24034,0.08,7.5,RM2,155.97,51.66,6.64,41.7
PINIOS,WINTER,2021,Βόρ. Πελοπόννησος (02),2/2/2021,14,1047,525,0.52,7.79,47.6,90.6,0.6,0.062,2.338,0.21,2.61,2.64,0.146,0.159,MODERATE,,,,,,,,,37.81041836,21.23455319,1,73362.43,0.03,9.4,RM2,844.45,22.36,0.06,75.87
T_XINIADA,SPRING,2021,Θεσσαλία (08),11/5/2021,19.45,1043,532,0.52,8.76,4.37,146.9,2.2,0.05,1.54,0.029,1.619,2.808,0.112,0.127,MODERATE,,0.67,MODERATE,11.5,0.71875,GOOD,0.71,GOOD,39.119366,22.164597,467,9920.58,1.52,4.4,RM1,23.14,64.67,0.23,35.11
KIFISOS_MD,WINTER,2021,Αττική (06),31/01/2021,10.13,1037,519,0.52,8.2,1.88,91.2,0,0.036,4.394,0.09,4.52,4.68,0.422,0.451,POOR,,,,,,,,,38.0917672,23.7812483,185,13954.88,1.61,8,RM1,73.09,49.11,33.96,12.43
KOUSBASAN,SPRING,2018,Θεσσαλία (08),6/5/2018,20.3,1075,688,0.51,,95.3,17.8,15.2,0.002,0.039,0.526,0.566,1.17,0.463,0.485,POOR,Pinios Thess.,0.6,MODERATE,,,,,,39.62813105,22.49352815,70,41898,0.03,5.3,RM5,91.7,0,6.82,93.18
ANTHEM_DW,WINTER,2018,Κεντρ. Μακεδονία (10),27/02/2018,7.3,1075,688,0.51,8.84,19.5,48.8,13.2,0.344,5.666,32.5,38.51,41.929,5.822,6.096,BAD,,,,,,,,,40.516981,22.991656,5,17453.26,0.17,4.5,RM2,299.23,52.34,1.08,46.59
KIFISOS_MD,SPRING,2021,Αττική (06),6/5/2021,16.05,1023,512,0.51,7.89,3.27,86.4,2.2,0.014,5.336,0.015,5.365,5.472,0.326,0.34,MODERATE,,0.44,POOR,14.9,0.93125,GOOD,0.71,GOOD,38.0917672,23.7812483,185,13954.88,1.61,8,RM1,73.09,49.11,33.96,12.43
VOZVOZ,SUMMER,2019,Θράκη (12),23/09/2019,16.89,1018,861.7,0.51,7.7,17.9,48.47,41,0.452,1.428,21.4,23.28,23.628,2.123,2.148,POOR,Bospos,0.78,GOOD,3.8,0.233128834,BAD,0.38,POOR,41.01488751,25.31924269,13,25395.4,0.05,5,RM2,315.39,,,
KIFISOS_MD,WINTER,2020,Αττική (06),4/2/2020,11.6,1014,507,0.51,8.28,1.82,109.76,0,0.14,5.37,0.034,5.544,5.976,0.472,0.486,POOR,,,,,,,,,38.0917672,23.7812483,185,13954.88,1.61,8,RM1,73.09,49.11,33.96,12.43
ASSOPOS_DW,SPRING,2020,Ανατόλ. Στερεά Ελλάδα (07),3/6/2020,21.5,962,515,0.51,9.2,5.1,,,0.204,3.486,0.02,3.71,3.936,0.196,0.227,MODERATE,,,,,,,,,38.29205,23.70917,38,31189.89,0.06,8.2,RM5,653.13,21.79,0.33,77.88
GERO_DW,WINTER,2019,Κρήτη (13),2/3/2019,13.38,1097,701,0.5,,7.56,91.5,0,0.016,5.454,0.154,5.624,5.636,0.05,0.081,GOOD,,,,,,,,,35.40688404,24.68209798,20,34599.51,0.22,11.6,RM5,321.41,2.86,0,97.14
DERVENI_(Volvi),SPRING,2021,Κεντρ. Μακεδονία (10),29/05/2021,16.56,1020,501.7,0.5,7.8,121,82.87,6.5,0.058,4.312,0.039,4.409,4.62,0.132,0.149,MODERATE,,0.56,MODERATE,9.2,0.564417178,MODERATE,0.12,BAD,40.672012,23.29088,54,27624.23,0.2,4,RM2,1085,,,
T_LAM,SPRING,2021,Ανατόλ. Στερεά Ελλάδα (07),7/5/2021,21.01,1018,509,0.5,8.08,8.37,90.8,5.3,0.007,0.194,0.039,0.24,0.403,0.173,0.185,GOOD,,,,,,,,,38.87114408,22.47918727,3,24034,0.08,7.5,RM2,155.97,51.66,6.64,41.7
ASSOPOS_DW,WINTER,2021,Ανατόλ. Στερεά Ελλάδα (07),19/02/2021,4.39,1010,505,0.5,8.03,20.1,110.2,,0.038,3.852,0.119,4.009,4.128,0.135,0.159,MODERATE,,,,,,,,,38.29205,23.70917,38,31189.89,0.06,8.2,RM5,653.13,21.79,0.33,77.88
MAN,SPRING,2021,Βόρ. Πελοπόννησος (02),15/04/2021,15.4,1010,505,0.5,7.84,8.6,81,0.6,0.156,10.404,0.178,10.738,11.004,0.146,0.155,MODERATE,,0.22,BAD,8.7,0.54375,MODERATE,,,38.125554,21.419929,3,19499.71,0.03,9.3,RM1,31.5,,,
KOTYXI,SPRING,2021,Βόρ. Πελοπόννησος (02),18/04/2021,16.19,1008,504,0.5,7.33,15.9,52,,0.001,0.003,0.02,0.024,0.098,0.022,0.027,HIGH,,0.67,MODERATE,8.9,0.54601227,MODERATE,,,38.02430596,21.31453008,0,25070,0.03,9.5,RM2,115.78,,,
FONISSA,SPRING,2019,Ήπειρος (05),15/05/2019,14.3,1002,501,0.5,7.93,5.11,96.1,2.5,0.002,0.245,0.017,0.264,0.339,0.011,0.012,HIGH,Fonissas,0.89,GOOD,15.3,0.95625,HIGH,0.03,BAD,39.77298611,19.71891389,4,9107.4,0.23,9.4,RM1,56.59,1.76,0,98.24
KIFISOS_MD,SPRING,2019,Αττική (06),21/04/2019,12.9,1001,501,0.5,8.31,4.57,124.3,0,0.166,5.894,0.23,6.29,6.384,0.358,0.367,POOR,Kifisos Att.,0.56,MODERATE,10.1,0.63125,MODERATE,0.64,GOOD,38.0917672,23.7812483,185,13954.88,1.61,8,RM1,73.09,49.11,33.96,12.43
MAKRY,WINTER,2020,Θεσσαλία (08),5/2/2020,9.54,996,498,0.5,8.31,11.1,70.7,0,0.025,7.265,0.037,7.327,7.536,0.102,0.108,GOOD,,,,,,,,,39.255325,22.146075,119,15133,0.08,5.3,RM1,41.47,45.45,0,54.55
KESTRINI,SPRING,2021,Ήπειρος (05),22/04/2021,14.8,995,479,0.5,7.41,8.54,77.6,1.1,0.002,0.698,0.039,0.739,0.912,0.014,0.02,GOOD,,0.67,MODERATE,,,,,,39.555076,20.20744,3,88312.04,0.13,8.8,RM3,2301.98,56.61,0.67,42.37
MAVROPOTAMO,SUMMER,2020,Ήπειρος (05),15/07/2020,18,993,,0.5,7.69,14.1,,0.8,0.003,0.617,0.016,0.636,0.708,0.005,0.009,GOOD,Acherontas,,,13.4,0.82208589,GOOD,0.31,POOR,39.23174098,20.50100009,5,61430.85,0.03,9,RM2,791.21,25.14,1.46,72.71
KESTRINI,WINTER,2019,Ήπειρος (05),23/02/2019,13.22,44.7,698,0.5,5.65,12.9,68.6,,0.002,0.708,0.071,0.781,0.878,0.012,0.031,GOOD,,,,,,,,,39.555076,20.20744,3,88312.04,0.13,8.8,RM3,2301.98,56.61,0.67,42.37
MAVRONER,SPRING,2021,Δυτ. Μακεδονία (09),24/05/2021,24.5,1000,502,0.49,7.88,7.4,32.3,17.1,0.124,0.566,5.283,5.973,6.264,0.422,0.49,POOR,,0.33,POOR,6.5,0.398773006,POOR,,,40.215563,22.562989,7,50925.88,0.08,5.4,RM2,636.45,56.29,0.97,42.4
PSARI,SPRING,2021,Βόρ. Πελοπόννησος (02),13/04/2021,17.14,994,497,0.49,8.06,4.53,130.8,,0.019,0.851,0.04,0.91,0.924,0.013,0.019,GOOD,,0.67,MODERATE,9.8,0.6125,MODERATE,,,38.029789,21.38379,20,17713.35,0.26,9,RM1,96.9,,,
ELASSON_MD,SPRING,2021,Θεσσαλία (08),11/5/2021,29.1,994,497,0.49,7.15,16.5,15.8,363,0.05,0.108,0.131,0.289,3.115,5.127,5.685,POOR,,0.56,MODERATE,4.6,0.282208589,POOR,0.43,MODERATE,39.87154345,22.14997069,245,35852,0.38,4.3,RM2,247.33,46.69,7.07,46.24
KIFISOS_UP,WINTER,2020,Αττική (06),4/2/2020,11.7,990,495,0.49,8.11,4.15,99.4,3.4,0.455,3.625,0.716,4.796,5.076,0.955,0.987,POOR,,,,,,,,,38.1069224,23.8100553,235,10253.89,1.63,7.8,RM1,37.78,60.41,4.55,35.03
CHALKOUTSI,SPRING,2019,Ανατόλ. Στερεά Ελλάδα (07),29/05/2019,25,989,495,0.49,8.72,3.73,144.6,3.1,0.037,2.103,0.023,2.163,2.306,0.044,0.056,GOOD,Asopos Viot.,0.4,POOR,7.9,0.484662577,MODERATE,0.12,BAD,38.3291506,23.7479782,2,39474.99,0.22,9.7,RM2,689.62,47.03,4.66,48.31
KIFISOS_MD,WINTER,2019,Αττική (06),21/02/2019,10.33,987,495,0.49,8.36,4.2,91.26,0,0.162,5.558,0.4,6.12,6.345,0.28,0.299,POOR,,,,,,,,,38.0917672,23.7812483,185,13954.88,1.61,8,RM1,73.09,49.11,33.96,12.43
GAZANOS_DW,WINTER,2020,Κρήτη (13),1/2/2020,12.55,987,493,0.49,8.5,5.25,108.5,0,0.057,4.133,0.078,4.268,4.416,0.075,0.079,MODERATE,,,,,,,,,35.33528542,25.063828,8,21305.2,0.32,12,RM2,188.32,3.45,0,93.92
BOGDANO,SPRING,2019,Κεντρ. Μακεδονία (10),19/05/2019,20.1,983,491.3,0.49,7.67,4.85,30.73,5.6,1.18,4.47,11.55,17.2,18.78,2.645,2.747,BAD,Volvi (Lake),0.67,MODERATE,2.4,0.147239264,BAD,,,40.72882778,23.06355,91,46003.68,0.33,3.8,RM2,201.24,50.35,0.31,48.6
AG_FLOROS,SUMMER,2020,Δυτ. Πελοπόννησος (01),23/07/2020,17.24,900,,0.49,7.6,4.12,,0.3,0.001,0.769,0.01,0.78,0.852,0.002,0.003,HIGH,Pamisou-Nedontos-Neda,0.67,MODERATE,16.4,1.025,HIGH,0.18,BAD,37.16907112,22.02451204,15,86.77,0.35,9.3,RM1,9.1,7.3,5.49,87.21
